Aphanius_isfahanensis	red	actinops2
Aphanius_vladykovi	red	actinops2
Aphanius_splendens	red	actinops2
Aphanius_sureyanus	red	actinops2
Aphanius_transgrediens	red	actinops2
Aphanius_anatoliae	red	actinops2
Aphanius_danfordii	red	actinops2
Aphanius_villwocki	red	actinops2
Aphanius_fasciatus	red	actinops2
Aphanius_saourensis	red	actinops2
Aphanius_iberus	red	actinops2
Aphanius_chantrei	red	actinops2
Aphanius_dispar_dispar	red	actinops2
Aphanius_dispar_richardsoni	red	actinops2
Aphanius_ginaonis	red	actinops2
Aphanius_sirhani	red	actinops2
Aphanius_mento	red	actinops2
Valencia_letourneuxi	red	actinops2
Valencia_hispanica	red	actinops2
Austrofundulus_leoni	red	actinops2
Austrofundulus_limnaeus	red	actinops2
Austrofundulus_transilis	red	actinops2
Austrofundulus_rupununi	red	actinops2
Austrofundulus_leohoignei	red	actinops2
Austrofundulus_guajira	red	actinops2
Rachovia_pyropunctata	red	actinops2
Rachovia_brevis	red	actinops2
Rachovia_maculipinnis	red	actinops2
Pterolebias_hoignei	red	actinops2
Gnatholebias_zonatus	red	actinops2
Llanolebias_stellifer	red	actinops2
Micromoema_xiphophora	red	actinops2
Terranatos_dolichopterus	red	actinops2
Pterolebias_longipinnis	red	actinops2
Pterolebias_phasianus	red	actinops2
Renova_oscari	red	actinops2
Trigonectes_aplocheiloides	red	actinops2
Trigonectes_balzanii	red	actinops2
Trigonectes_rubromarginatus	red	actinops2
Neofundulus_ornatipinnis	red	actinops2
Neofundulus_paraguayensis	red	actinops2
Moema_piriana	red	actinops2
Moema_staecki	red	actinops2
Aphyolebias_peruensis	red	actinops2
Anablepsoides_ophiomimus	red	actinops2
Anablepsoides_rubrolineatus	red	actinops2
Anablepsoides_iridescens	red	actinops2
Anablepsoides_jucundus	red	actinops2
Anablepsoides_cryptocallus	red	actinops2
Anablepsoides_deltaphilus	red	actinops2
Anablepsoides_urophthalmus	red	actinops2
Anablepsoides_stagnatus	red	actinops2
Anablepsoides_waimacui	red	actinops2
Anablepsoides_amphoreus	red	actinops2
Anablepsoides_immaculatus	red	actinops2
Anablepsoides_hartii	red	actinops2
Melanorivulus_apiamici	red	actinops2
Melanorivulus_pictus	red	actinops2
Melanorivulus_punctatus	red	actinops2
Melanorivulus_violaceus	red	actinops2
Cynodonichthys_fuscolineatus	red	actinops2
Cynodonichthys_isthmensis	red	actinops2
Cynodonichthys_tenuis	red	actinops2
Cynodonichthys_weberi	red	actinops2
Cynodonichthys_frommi	red	actinops2
Cynodonichthys_brunneus	red	actinops2
Cynodonichthys_birkhahni	red	actinops2
Cynodonichthys_magdalenae	red	actinops2
Cynodonichthys_chucunaque	red	actinops2
Cynodonichthys_hildebrandi	red	actinops2
Cynodonichthys_uroflammeus	red	actinops2
Maratecoara_formosa	red	actinops2
Maratecoara_lacortei	red	actinops2
Pituna_poranga	red	actinops2
Papiliolebias_bitteri	red	actinops2
Plesiolebias_aruana	red	actinops2
Atlantirivulus_janeiroensis	red	actinops2
Atlantirivulus_luelingi	red	actinops2
Atlantirivulus_haraldsiolii	red	actinops2
Atlantirivulus_santensis	red	actinops2
Laimosemion_lyricauda	red	actinops2
Laimosemion_paryagi	red	actinops2
Laimosemion_mahdiaensis	red	actinops2
Laimosemion_gransabanae	red	actinops2
Laimosemion_breviceps	red	actinops2
Laimosemion_strigatus	red	actinops2
Laimosemion_geayi	red	actinops2
Laimosemion_agilae	red	actinops2
Laimosemion_xiphidius	red	actinops2
Laimosemion_frenatus	red	actinops2
Laimosemion_tecminae	red	actinops2
Laimosemion_rectocaudatus	red	actinops2
Laimosemion_kirovskyi	red	actinops2
Rivulus_insulaepinorum	red	actinops2
Rivulus_cylindraceus	red	actinops2
Rivulus_roloffi	red	actinops2
Kryptolebias_ocellatus	red	actinops2
Kryptolebias_marmoratus	red	actinops2
Kryptolebias_caudomarginatus	red	actinops2
Kryptolebias_brasiliensis	red	actinops2
